id,target
0,0.3246010684820444
1,0.177006573248901
2,0.21486134715101135
3,0.5240044721749902
4,0.32225463493763573
5,0.13145538597141448
6,0.695098952287065
7,0.7470537227915455
8,0.08481066904514378
9,0.35794748586015324
10,0.07635714137513328
11,0.5569961114615276
12,0.40262621089271855
13,0.3479680574425841
14,0.3848354264878866
15,0.1886153665609258
16,0.3997681701902758
17,0.12920407575406134
18,0.29882491943597966
19,0.35570799480085125
20,0.28580670427069477
21,0.1718563800193733
22,0.12273166803460955
23,0.11993747935717969
24,0.20931600847535925
25,0.04765076651774813
26,0.08093427410737541
27,0.4962305606834311
28,0.8432925906991617
29,0.33216994718814186
30,0.425442401482928
31,0.18391628105593427
32,0.16598562583913223
33,0.1271830008941367
34,0.2614929669865206
35,0.26643340679267546
36,0.6710489920505869
37,0.1917592062598531
38,0.3071669420360923
39,0.5619952815478989
40,0.23508884025263888
41,0.18276827755356506
42,0.44191776657482185
43,0.20332658338504717
44,0.264035819319537
45,0.5314433618299113
46,0.24548156896546736
47,0.5153493190479926
48,0.6179502379183556
49,0.44323874580064304
50,0.2192755027917921
51,0.5262551368643975
52,0.12021520348366355
53,0.6564872041571037
54,0.31535676660334944
55,0.4543319795268559
56,0.3873054960403308
57,0.12786576573236252
58,0.1447300456004682
59,0.14257304519749148
60,0.2575162426284642
61,0.40617538483382365
62,0.2501764726705348
63,0.6641627477516123
64,0.07982748411389562
65,0.48270753155145063
66,0.5960782228760568
67,0.16979051386338473
68,0.08693524304305555
69,0.12197619073621713
70,0.2945814198684418
71,0.1930384886142008
72,0.27035322051750976
73,0.12041928110252376
74,0.23093269148896434
75,0.18691155364276146
76,0.411878891881836
77,0.10394871207293577
78,0.24772152016142412
79,0.32848897554355205
80,0.2746551700756933
81,0.2777158550001878
82,0.22938416884800727
83,0.10846505070360968
84,0.30611794859484787
85,0.11786000705028332
86,0.47407551005569504
87,0.1331305521104874
88,0.6838273404050217
89,0.24211768953871082
90,0.14748768428268022
91,0.2458409224744149
92,0.13392083376644182
93,0.24602434715368804
94,0.207710256384249
95,0.16633178862705855
96,0.2753347693379211
97,0.4575100131160391
98,0.1773135400486544
99,0.3772234317251769
100,0.14147005666347579
101,0.23032972470808033
102,0.21774724624643405
103,0.070712426890021
104,0.31661597233278493
105,0.2805919222174509
106,0.04262082700861258
107,0.08474631395141774
108,0.25987717603312066
109,0.7171947290960043
110,0.645514431983204
111,0.4588039263009507
112,0.11777178462803417
113,0.7365661592346382
114,0.39110666893329593
115,0.11196866770797409
116,0.5055955738967275
117,0.18766254417403816
118,0.5774051467556341
119,0.502660965364519
120,0.2758752960753095
121,0.13182186426405385
122,0.22634974777316952
123,0.7227753155599501
124,0.2538600517245564
125,0.04476012360699788
126,0.12220102296472635
127,0.3912861028435717
128,0.24063892399034348
129,0.11094919613765453
130,0.6214189493900029
131,0.6959258961941085
132,0.3366581477558247
133,0.3779854340430273
134,0.13716350153163936
135,0.2432576826149192
136,0.4234082222239318
137,0.31795154737858977
138,0.7773619037963342
139,0.6402968886036742
140,0.24401181874034583
141,0.3784175340255659
142,0.3281910970831098
143,0.46948814286487395
144,0.2912822910374693
145,0.39746941856956053
146,0.27319197683094054
147,0.11775764663732124
148,0.2100066099163712
149,0.320733108961611
150,0.16613328332625088
151,0.09749125385435953
152,0.3345166049492524
153,0.28845020941784116
154,0.17579901431914036
155,0.29398771095356346
156,0.010408656541540218
157,0.34403544458401036
158,0.5481043123661995
159,0.22963039316348388
160,0.2219429627390196
161,0.2052893255009951
162,0.36523962063811244
163,0.2302785627014633
164,0.5703886872257596
165,0.17271793517969736
166,0.6641245254520135
167,0.4575206118394314
168,0.2666300756102996
169,0.8579985277828273
170,0.337647939908186
171,0.6761940464517678
172,0.3292865675832385
173,0.20251793134012663
174,0.12913070593873477
175,0.2702107788734045
176,0.1414586367223779
177,0.3982151067762343
178,0.3695696822803326
179,0.2684100944763059
180,0.2662581953629296
181,0.3112656079192391
182,0.29125163523935726
183,0.07320065035282886
184,0.5713540094644693
185,0.7101110812203233
